Time from Start to Finish (seconds),Approximate Age,Approximate Empolyees,Approximate Wage,Approximate Spending,Coding Years,TPU Times,ML Years
450,20,,0,,1,0,1
219149,27,25,500000,0,7.5,25,10
1123,42,125,3500,50,2,1,2
4721,23,25,500,50,1,0,1
603,27,5000,12500,5000,4,0,3
728,27,5000,6250,0,0,,
1851,37,5000,45000,500,7.5,0,3
13708,37,125,133000,50000,4,1,5
994,27,125,500,0,1,0,1
5205,27,125,35000,500,1,3,1
1827,27,125,6250,0,1,0,1
702,23,10000,35000,100000,1,0,1
745,37,5000,65000,0,2,0,2
655,23,25,500,50,1,25,1
951,42,10000,1500,500,2,0,1
622,32,25,1500,5000,2,0,2
714,23,,0,,2,1,2
520,23,25,3500,0,2,0,1
501793,20,,0,,1,0,1
841,42,5000,2500,0,1,0,1
450,23,,0,,2,0,1
1089,37,500,27500,5000,7.5,0,5
2706,27,5000,8250,0,0,,
486,37,25,175000,5000,4,0,2
1012,42,500,45000,0,4,0,2
895,27,25,85000,5000,4,0,5
827,23,500,500,50,1,0,1
1429,32,25,6250,5000,1,0,2
369,20,,0,,1,0,1
36342,23,25,500,0,2,0,1
358,47,25,12500,0,1,0,1
450,27,5000,12500,0,1,1,1
550,32,125,35000,0,4,0,5
403,37,25,35000,0,15,0,5
1215,23,25,4500,50,1,1,1
557,27,5000,12500,0,1,0,2
1109,57,,0,,20,0,5
456,23,25,12500,500,4,1,3
2044,32,500,1500,50,2,1,2
280,20,,0,,2,1,2
260,20,,0,,1,0,1
490,23,25,27500,50,4,0,3
891,42,25,17500,500,2,0,3
302,23,,0,,0,,
623,32,5000,3500,50,0,,
577,32,500,6250,0,2,0,1
788,47,5000,2500,500,15,1,3
764,37,125,22500,500,1,0,1
3213,23,10000,55000,500,2,1,1
683,42,10000,275000,500,7.5,0,3
520,32,125,75000,50000,7.5,0,10
1782,23,125,500,50,2,3,1
335,23,,0,,1,0,1
314,23,,0,,1,0,1
432,37,125,85000,5000,1,0,1
292,52,500,65000,0,0,,
754,32,5000,175000,50000,4,0,3
1456,37,25,500,0,7.5,0,1
5367,27,500,133000,100000,4,1,4
920,52,25,500,500,4,0,2
281,32,10000,3500,5000,1,0,4
512,20,25,500,0,2,0,2
397,23,125,6250,0,1,0,1
599,27,10000,75000,5000,4,0,3
995,42,10000,55000,50000,1,0,1
4052,23,,0,,1,0,1
578,20,10000,27500,0,2,0,1
752,27,10000,8250,50000,4,1,1
530,27,25,22500,500,2,0,2
579,27,25,500,50,1,0,1
10482,20,,0,,2,3,2
515,47,25,27500,500,2,3,5
550,32,5000,500,50,4,1,1
603,20,5000,500,0,1,0,1
2883,37,500,500,5000,1,0,1
457,20,,0,,1,1,1
672,37,10000,27500,5000,2,12,2
253,20,,0,,1,0,1
641,27,25,1500,0,2,0,1
581,23,,0,,1,0,1
857,23,500,4500,500,1,1,1
510,23,5000,17500,500,7.5,12,4
1829,37,125,45000,500,15,0,1
546,42,5000,112500,50,1,0,1
1758,37,25,22500,0,2,0,2
244,20,,0,,1,0,1
366,27,125,12500,0,0,,
509051,27,25,35000,500,4,0,3
1518,47,5000,35000,500,1,0,1
555669,20,,0,,1,0,1
387,23,,0,,1,0,2
728,47,10000,12500,500,1,0,1
450,23,125,17500,50000,4,0,3
372,27,,0,,4,0,4
607,32,500,133000,50000,7.5,0,5
544,27,125,6250,500,2,0,2
587,37,5000,175000,50000,7.5,1,10
4562,65,500,75000,500,20,12,12
493,57,10000,85000,0,0,,
563,32,5000,35000,500,4,0,5
13098,37,25,35000,0,0,,
500509,27,5000,12500,0,2,0,1
289,27,25,500,500,0,,
317,23,5000,1500,0,1,0,1
788,27,,0,,4,1,3
782,37,10000,12500,5000,1,0,2
3852,27,500,12500,500,2,1,1
445,47,125,2500,0,1,0,1
730,27,25,35000,5000,4,0,5
410,27,25,1500,50,2,3,2
364,27,25,500,0,7.5,0,1
2296,27,5000,17500,5000,1,0,1
591,37,125,1500,0,0,,
536,42,25,133000,50000,2,0,5
1531,23,125,3500,500,1,0,1
1329,27,125,3500,5000,2,0,2
741,32,500,35000,0,4,0,2
1077,47,25,12500,50000,1,0,1
481,32,25,500,500,2,0,2
748,42,25,17500,0,1,0,1
1131,57,5000,112500,50000,4,0,2
1916,47,125,8250,50,4,0,3
1065,32,5000,500,50,1,0,1
401,27,25,1500,50,4,3,1
239,20,,0,,0,,
316,20,125,133000,50000,15,1,5
473,27,25,17500,100000,4,1,2
1194,65,10000,35000,500,7.5,0,2
21533,20,25,500,50,1,3,4
678,32,125,12500,500,7.5,0,2
2519,27,5000,12500,0,4,0,1
715,23,10000,6250,50000,2,0,1
570,27,500,2500,50,4,0,3
183,47,25,22500,0,0,,
784,20,,0,,2,0,1
553,42,25,85000,0,7.5,0,4
754,42,10000,55000,100000,7.5,0,5
353,27,500,35000,500,2,0,2
531,27,500,65000,50000,2,0,3
428,23,,0,,2,0,2
387,42,125,75000,0,1,0,1
779,27,125,12500,0,1,0,1
388,20,,0,,1,1,1
527,27,500,1500,0,0,,
255,37,5000,17500,0,0,,
509049,23,,0,,2,0,2
49771,20,,0,,1,0,1
828,23,10000,6250,500,1,1,1
227,37,125,55000,0,0,,
335,20,,0,,1,0,1
1319,27,25,3500,0,1,0,1
337610,32,125,45000,50,2,12,2
484,37,500,12500,500,1,0,1
888,52,10000,65000,100000,20,1,10
779,32,25,2500,50,4,0,2
549,27,125,17500,0,4,0,1
393,27,,0,,1,0,1
1124,23,,0,,0,,
659,37,25,75000,0,4,0,3
579,20,125,4500,500,1,1,1
277,20,,0,,2,0,1
637,23,125,6250,50,2,1,1
560,23,125,500,0,4,0,1
1013,27,5000,45000,0,4,0,4
276,27,10000,85000,0,4,0,3
310,20,,0,,1,0,1
311,27,25,12500,0,7.5,0,5
8481,47,25,75000,50000,15,0,10
517214,27,25,500,0,2,0,2
1337,32,5000,95000,100000,7.5,0,5
1769,37,25,500,50,4,1,3
2015,23,25,17500,0,4,0,3
391,27,10000,75000,50,1,0,1
470,32,5000,65000,50,15,0,1
248,23,,0,,1,0,1
3708,23,25,500,0,1,0,1
730,20,,0,,1,0,1
279,32,25,95000,0,4,0,4
7055,27,125,3500,0,1,0,1
338,52,5000,112500,0,15,0,1
1873,27,500,500,50,4,0,2
857,42,25,112500,50000,15,0,5
473,47,25,500,0,0,,
503,37,125,6250,5000,7.5,1,5
5344,42,25,6250,500,1,0,2
745,23,25,500,0,1,0,1
441,23,,0,,1,1,2
715,27,5000,35000,5000,2,0,3
718,32,10000,22500,5000,7.5,1,1
405,42,125,500,0,1,0,1
281,23,,0,,1,0,1
501,27,25,35000,500,4,3,4
339,20,25,3500,5000,1,3,1
484,37,5000,35000,0,15,0,1
599,27,25,12500,5000,2,0,2
13273,42,5000,35000,0,2,0,2
439,32,10000,225000,50000,15,1,12
518034,32,500,65000,5000,7.5,1,4
1333,23,,0,,1,0,1
659,20,,0,,2,0,1
985,32,500,500,500,4,0,4
441,23,25,12500,500,7.5,0,4
348,27,,0,,1,0,1
509,65,500,55000,5000,20,0,2
598,27,25,45000,50,4,0,3
60147,23,,0,,1,0,1
800,37,,0,,4,1,3
638,42,5000,65000,50000,7.5,3,5
576,23,,0,,1,0,2
526,32,5000,75000,50000,7.5,0,10
364,23,10000,12500,0,1,0,1
404,27,125,27500,0,2,3,2
639,27,,0,,4,0,1
608,37,5000,55000,0,4,0,5
10078,20,,0,,1,0,1
466,57,25,175000,0,1,0,1
2082,37,10000,65000,100000,15,0,10
1094,57,125,95000,5000,20,0,3
521,27,5000,1500,50,1,1,1
54694,23,,0,,1,1,1
448,47,5000,55000,0,20,0,20
504,32,125,2500,0,1,0,1
666,27,25,8250,0,2,0,1
880,23,25,500,50,2,0,2
468,20,125,55000,500,2,0,3
695,47,,0,,4,0,4
2194,37,5000,6250,5000,4,3,3
394,32,5000,1500,0,7.5,0,10
350,27,125,55000,0,4,0,4
1005,32,25,3500,50000,1,0,1
609,32,5000,45000,5000,7.5,0,2
375,42,5000,35000,5000,20,12,12
632,32,5000,55000,500,2,0,2
231,37,25,1500,0,0,,
1250,23,5000,22500,0,4,0,3
440,20,,0,,1,3,1
1010,32,5000,22500,5000,7.5,0,5
525,20,,0,,1,0,3
382,27,,0,,4,0,2
377,32,10000,95000,50,1,0,1
483,27,500,35000,5000,2,0,1
519534,32,125,35000,5000,2,1,2
373,47,500,55000,0,4,0,1
436,20,,0,,1,0,1
7990,42,10000,45000,100000,2,0,2
529319,32,10000,1500,500,2,1,3
581,27,125,27500,500,4,0,2
623,23,,0,,1,0,1
3424,57,125,22500,5000,1,3,1
1560,37,5000,55000,500,1,0,1
491,27,10000,45000,5000,7.5,0,2
669,32,125,6250,50,4,1,4
144917,42,125,45000,5000,4,0,5
849,52,25,75000,50000,20,0,10
16027,42,10000,65000,50,1,0,1
512196,23,,0,,2,0,2
735,37,500,133000,0,2,0,1
2200,27,25,8250,500,2,0,2
781,32,25,35000,5000,2,0,2
620,42,25,35000,5000,7.5,0,4
289,20,,0,,1,0,2
569,23,,0,,2,0,2
7090,23,25,2500,5000,15,3,2
705,42,125,95000,0,15,0,3
1101,42,5000,175000,50000,15,0,5
1711,52,5000,55000,0,20,0,10
847,23,125,2500,0,4,0,4
665,27,10000,12500,100000,7.5,0,2
834,37,5000,112500,5000,2,0,2
1159,27,25,500,50,2,0,3
322,27,10000,27500,100000,4,0,4
1063,42,25,75000,5000,4,0,4
500591,32,10000,22500,50,7.5,0,1
830,27,25,6250,50,4,0,2
463,37,25,55000,5000,4,0,10
1251,47,125,27500,50000,1,3,3
901,32,500,55000,50000,7.5,0,4
838,32,125,27500,5000,4,0,5
1002,32,10000,112500,5000,7.5,1,10
619,27,125,17500,500,2,0,2
2116,47,5000,17500,5000,2,0,2
523893,32,,0,,1,0,1
424,42,25,55000,0,7.5,0,5
1541,27,500,2500,0,4,1,3
1114,42,125,12500,0,1,0,1
1110,27,25,1500,500,2,1,2
416,27,,0,,1,0,1
388,27,500,27500,0,4,0,2
1139,37,25,4500,500,1,0,1
335,23,25,2500,5000,2,3,2
675,42,10000,95000,0,0,,
1828,23,500,22500,0,4,0,4
555,47,125,22500,0,1,0,1
361,70,10000,500000,100000,20,25,20
768,32,25,22500,50000,4,0,2
426,23,25,8250,0,2,1,2
543,47,5000,45000,0,4,0,3
37702,27,10000,12500,50,2,1,1
595,37,,0,,2,0,2
2537,27,10000,2500,500,2,0,3
410686,23,,0,,1,0,1
337003,32,10000,133000,5000,7.5,0,3
399,52,25,112500,100000,20,0,4
445,23,5000,1500,500,2,0,1
963,23,5000,2500,500,1,0,1
2470,27,500,500,500,2,0,2
697,32,25,8250,50000,4,1,3
424,32,5000,35000,0,4,0,3
489,27,,0,,2,0,2
270,23,,0,,4,0,2
948,27,125,35000,50,2,0,2
501,27,10000,27500,0,2,1,1
522939,20,,0,,1,0,1
2613,42,25,85000,5000,1,0,1
1067,20,,0,,1,0,1
475,27,,0,,4,1,4
523,23,10000,8250,0,7.5,0,3
640,65,500,133000,100000,20,0,10
996,27,25,6250,50,1,1,1
447,20,,0,,1,3,1
498,23,5000,6250,0,1,0,2
1157,37,10000,45000,50000,15,0,12
333,20,,0,,2,3,2
2939,32,25,55000,0,4,0,3
529953,27,125,35000,50,2,0,2
1049,27,,0,,1,0,1
620,47,10000,112500,0,1,0,1
489,37,500,65000,0,4,0,2
49664,47,10000,12500,5000,7.5,0,3
588,47,25,22500,50,2,1,2
502,37,500,35000,5000,1,0,1
410,23,500,500,0,1,0,1
750,37,25,27500,500,2,0,2
599,23,5000,6250,0,1,0,1
683,37,10000,133000,50000,15,0,10
797,27,5000,35000,5000,4,0,1
907,20,,0,,2,0,2
367,42,10000,55000,0,20,0,1
1135,32,10000,35000,500,1,0,1
569,27,25,2500,500,2,0,2
502985,23,5000,4500,5000,1,1,2
67638,32,10000,65000,50000,15,0,4
7433,20,,0,,1,0,2
498605,37,,0,,7.5,0,2
563,65,125,22500,0,4,0,2
1911,42,25,112500,5000,15,0,12
326,20,,0,,1,1,1
2959,27,500,500,500,2,0,1
439,32,125,35000,50000,2,0,2
849,47,25,112500,5000,4,0,5
387,32,125,17500,50,2,0,1
684,52,5000,55000,0,20,0,12
562301,20,,0,,2,0,2
1563,32,10000,12500,500,2,3,3
570119,32,25,500,0,1,0,10
291,57,500,55000,0,20,0,4
1334,47,5000,55000,500,1,0,1
701,23,,0,,1,0,1
946,20,,0,,1,0,1
642,32,500,500,50,1,0,1
590,47,125,112500,5000,20,1,3
569813,23,,0,,2,0,4
8522,23,25,500,50,1,0,1
831,37,10000,112500,0,7.5,0,10
994,37,10000,75000,100000,7.5,1,10
906,27,25,3500,500,1,0,1
506847,27,,0,,1,0,1
538004,52,25,27500,5000,1,0,1
499,23,10000,4500,0,1,0,1
574,23,25,1500,0,4,0,2
508,32,25,45000,500,7.5,0,2
1345,27,125,12500,500,1,0,1
490,27,125,12500,0,4,0,4
455,27,5000,27500,0,1,0,1
293,23,,0,,4,0,3
263,32,10000,2500,0,1,0,1
518594,57,10000,112500,5000,20,0,3
5244,52,10000,500,500,4,0,4
628,42,125,6250,0,1,0,1
453,27,25,8250,0,2,12,1
133,20,,0,,0,,
949,27,125,500,50,4,0,3
559221,37,500,12500,0,2,0,5
538,27,500,22500,500,4,3,2
600,23,125,27500,50000,2,0,2
614,27,25,500,0,1,0,1
2050,52,25,112500,500,20,0,3
1819,37,10000,2500,500,4,0,3
752,32,125,12500,50000,2,0,10
515845,27,125,22500,50,0,,
685,42,10000,65000,5000,0,,
6828,23,25,3500,50,1,0,2
605,32,125,500,0,4,0,5
64801,27,125,45000,5000,2,0,3
1883,32,500,3500,500,2,0,3
318,37,500,1500,0,4,0,4
3755,23,125,500,0,0,,
521225,20,,0,,0,,
425476,27,,0,,15,3,2
641,27,25,500,0,1,0,1
535,47,500,112500,100000,1,0,2
571,42,,0,,4,0,3
472,47,25,65000,0,1,0,1
517662,27,10000,2500,0,1,0,1
518372,47,10000,35000,0,7.5,0,5
586,32,10000,75000,0,4,0,2
937,23,125,3500,50,1,0,1
639,32,25,12500,5000,2,0,10
503,23,125,4500,0,2,0,1
1813,23,5000,12500,0,2,0,1
803,47,500,65000,500,15,0,4
800,32,125,12500,5000,0,,
450,32,125,35000,5000,4,0,4
481905,37,25,35000,0,1,0,1
570966,20,,0,,1,0,1
658,47,25,45000,50,2,0,4
670,32,,0,,7.5,0,5
561,23,125,22500,0,4,0,2
2219,27,500,12500,0,2,0,2
542,23,,0,,2,3,2
2200,27,125,8250,5000,1,0,1
320,23,,0,,4,0,2
2220,32,25,27500,0,7.5,0,1
757,23,25,2500,0,2,0,1
4096,23,125,8250,500,2,0,2
644,27,5000,85000,0,4,0,5
525570,42,500,2500,50,7.5,0,10
522763,32,25,55000,500,2,0,10
798,27,,0,,2,0,2
301,32,125,45000,50,1,0,1
281,23,,0,,2,0,1
686,52,500,17500,0,1,0,1
412,27,125,175000,100000,4,0,10
575,20,,0,,1,0,1
1755,32,125,45000,50000,7.5,0,2
1533,37,10000,1500,50,1,0,2
389,42,500,55000,50,7.5,0,5
2074,37,10000,500,5000,4,0,10
422,52,500,35000,100000,0,,
37012,27,125,1500,0,1,0,2
953,23,25,1500,5000,1,0,1
514,32,10000,22500,50000,4,1,3
519,32,25,55000,5000,7.5,0,10
367,27,,0,,0,,
349,27,25,1500,0,7.5,0,2
43898,20,,0,,1,0,1
653,37,500,35000,50000,7.5,0,10
1049,37,5000,35000,500,2,0,1
483,32,5000,55000,5000,15,0,10
653,37,25,35000,500,4,1,4
1244,65,10000,45000,5000,20,0,12
1488,27,5000,500,0,2,1,2
984,37,25,3500,50000,2,25,2
1005,37,125,45000,0,4,0,1
2282,32,125,1500,50,2,0,1
1030,23,25,27500,5000,2,0,1
1014,27,10000,55000,100000,2,0,3
1855,42,5000,112500,5000,2,1,2
9615,20,,0,,1,0,1
999,37,5000,27500,0,7.5,0,10
963,27,,0,,1,0,1
1269,47,5000,75000,500,7.5,3,10
369,27,125,55000,0,7.5,0,4
1224,65,25,95000,5000,20,0,10
839,42,125,45000,5000,15,0,12
737,37,125,133000,50,15,3,12
1904,37,25,1500,50,2,0,1
508,27,10000,22500,50,4,0,2
1544,32,5000,12500,50000,4,0,2
5646,37,10000,45000,5000,2,0,3
534,32,5000,22500,5000,2,0,2
299,27,,0,,2,0,1
501,20,,0,,2,1,2
1127,37,25,500,5000,4,0,3
417,23,,0,,1,0,1
336,32,125,22500,50,0,,
540,23,25,17500,0,4,0,2
425,52,25,112500,50,20,0,1
439524,42,125,27500,50,2,0,2
1121,27,5000,12500,500,4,0,2
816,47,5000,35000,0,4,0,2
560400,27,125,45000,500,4,0,5
564,27,5000,55000,5000,1,0,1
786,42,125,45000,50,7.5,0,2
357,23,25,500,0,4,1,1
423,23,25,4500,50,1,0,1
703,32,125,65000,50000,4,0,3
215,20,,0,,0,,
1242,65,,0,,4,0,1
537,47,25,85000,50000,7.5,0,3
656,32,,0,,1,0,1
338,37,,0,,4,0,4
493,20,,0,,2,0,2
386,27,,0,,2,0,2
385,27,5000,27500,50000,2,0,3
471,32,,0,,4,1,3
1220,23,10000,4500,500,4,0,3
2873,23,125,12500,0,4,0,3
634,47,,0,,15,0,2
467,32,25,45000,100000,4,0,2
12936,27,25,85000,5000,4,0,4
1167,70,25,75000,5000,20,0,3
1114,52,,0,,2,0,2
721,37,500,17500,500,0,,
999,27,10000,1500,5000,4,3,4
5751,27,25,8250,0,4,0,4
202,27,,0,,0,,
33429,32,25,22500,500,2,0,3
613,27,5000,500,50,1,0,2
380,27,500,27500,0,7.5,0,3
1976,32,500,85000,100000,4,0,5
319,32,25,45000,0,0,,
748,42,500,27500,5000,15,0,2
706,32,125,35000,500,4,1,3
625,37,500,45000,0,2,0,2
1457,32,10000,27500,100000,4,0,3
630,23,500,55000,5000,4,0,3
603,70,500,55000,0,20,0,12
2026,27,5000,55000,500,2,0,2
887,27,125,500,50,1,0,1
455254,65,125,35000,5000,4,0,3
3692,37,5000,112500,0,4,0,4
516,47,5000,55000,0,7.5,0,3
926,32,10000,85000,100000,4,0,4
347,27,25,35000,50000,4,1,3
694,42,125,8250,50000,4,0,4
59299,32,10000,75000,50000,15,0,12
1389,32,,0,,1,0,1
15254,27,,0,,1,0,1
696,32,125,27500,50000,4,0,5
845,32,125,45000,5000,7.5,0,10
225,23,,0,,0,,
9229,37,500,500,50,2,1,4
485,52,5000,55000,500,20,0,3
539744,23,,0,,4,3,3
4086,23,25,1500,0,4,0,2
396,23,,0,,1,0,1
590,32,25,27500,0,4,0,2
225,65,5000,95000,50000,0,,
3858,37,5000,45000,5000,2,0,2
349,37,10000,55000,0,7.5,0,3
3217,20,,0,,2,0,2
24630,52,500,27500,500,4,0,4
3400,27,25,17500,0,4,0,5
1762,27,5000,35000,5000,4,3,2
1496,32,5000,500,0,4,0,4
568,32,10000,4500,500,7.5,0,10
1303,42,25,6250,500,4,0,1
287,20,,0,,1,0,1
349,27,5000,12500,0,2,0,2
550,37,500,45000,5000,15,0,12
1870,57,,0,,15,12,4
1302,27,5000,1500,0,2,0,2
1187,52,5000,95000,0,0,,
828,32,25,8250,50,2,0,2
882,32,500,35000,500,4,3,2
687,27,25,45000,5000,4,0,2
840,57,,0,,1,0,1
505,52,5000,17500,5000,20,1,20
416,57,5000,65000,50000,20,0,20
6865,57,25,17500,500,20,0,20
271,27,,0,,0,,
552,37,5000,45000,0,7.5,0,2
845,32,10000,112500,100000,15,0,12
572881,23,,0,,1,0,1
1101,32,125,17500,500,4,0,4
522,32,500,1500,50,1,0,1
776,37,25,75000,0,15,0,10
534,27,5000,65000,100000,4,0,3
733,23,,0,,1,0,1
433,37,25,17500,50000,0,,
834,32,10000,17500,5000,2,3,3
2020,37,5000,133000,50000,4,1,4
781,32,25,6250,0,20,0,1
522,52,25,55000,0,4,0,2
2475,47,10000,55000,50000,15,0,3
917,42,10000,75000,5000,15,0,5
820,27,10000,6250,5000,2,3,2
553,32,25,22500,500,4,0,4
754,23,125,500,0,0,,
609,37,5000,85000,5000,1,1,2
775,42,25,17500,500,7.5,0,20
556,23,10000,12500,0,2,0,1
503,27,5000,55000,5000,7.5,0,4
270,42,,0,,2,1,2
443,37,10000,27500,50000,1,0,1
1834,23,5000,500,50000,1,0,1
906,37,,0,,15,0,4
709,32,125,1500,50,4,0,5
471,70,10000,35000,0,7.5,0,2
428,27,10000,45000,100000,2,0,1
1342,27,25,500,500,2,0,2
824,27,,0,,1,0,1
703,32,500,6250,500,2,0,2
435,32,25,55000,5000,2,0,1
2019,27,125,22500,50000,4,3,3
437,27,,0,,2,0,3
495,32,25,55000,5000,4,3,4
575812,20,,0,,1,0,1
361,37,125,22500,0,4,1,2
2363,27,25,65000,0,7.5,0,1
1794,37,125,22500,0,1,0,1
335,27,25,55000,0,4,0,5
1893,42,500,1500,50000,1,0,1
999,37,5000,2500,5000,4,0,3
743,23,25,6250,500,2,3,3
1133,37,10000,500,50000,1,0,1
509,32,,0,,4,0,1
635,27,25,35000,0,1,0,2
486760,47,125,55000,0,15,0,4
573109,32,5000,75000,0,7.5,0,2
581,32,,0,,1,0,1
611,37,125,85000,0,4,0,2
343,27,10000,55000,0,1,0,1
2063,27,10000,27500,5000,2,0,2
500,27,10000,45000,50,2,0,2
2568,42,500,500,50,4,0,3
454,52,25,500,0,4,0,1
1919,27,125,35000,0,4,0,2
1292,20,25,12500,500,4,0,2
409,27,10000,35000,100000,2,0,2
368,20,,0,,1,0,1
479,27,500,45000,500,4,3,3
551,27,5000,1500,50000,0,,
186,32,,0,,0,,
603,23,25,500,0,1,0,1
1230,23,500,27500,5000,4,0,4
73067,47,5000,35000,0,1,1,1
439,32,,0,,4,1,3
438,32,25,65000,5000,4,0,3
987,65,5000,133000,50000,7.5,0,3
3071,27,5000,500,5000,4,0,1
868,47,10000,45000,5000,20,0,2
1016,32,125,500,0,4,0,10
4603,27,125,500,0,1,0,1
189,57,125,17500,500,0,,
340,32,500,27500,0,2,0,2
3790,32,,0,,2,0,2
471,52,25,12500,0,2,0,2
903,42,25,17500,500,1,0,2
369,27,25,22500,500,4,0,1
419,27,25,6250,0,1,0,1
833,27,25,500,0,1,0,1
3067,23,,0,,1,0,1
764,32,125,112500,50000,7.5,0,10
61181,20,,0,,2,0,2
451,47,25,2500,500,2,0,2
395,20,,0,,1,3,1
196,27,,0,,0,,
4069,52,5000,75000,5000,20,0,3
2515,32,10000,85000,0,4,0,5
726,23,25,12500,500,2,0,1
914,37,500,45000,500,15,0,3
996,27,500,85000,500,4,0,4
388,27,5000,55000,0,4,0,3
566,23,5000,12500,500,4,0,3
596,65,,0,,4,0,2
654,23,25,6250,0,2,0,2
441,20,25,500,0,1,1,1
481,23,10000,1500,50,1,0,1
290,23,125,500,0,1,0,1
368,32,25,35000,0,2,0,2
937,32,125,500,500,7.5,0,1
655,27,5000,8250,50,2,1,1
310,70,,0,,1,0,1
720,57,,0,,2,0,3
580591,27,,0,,2,0,2
512,37,10000,55000,0,7.5,0,1
180,57,10000,112500,100000,0,,
1053,27,500,6250,500,2,0,1
315,32,,0,,2,0,1
334,32,25,500,50,4,0,2
426,32,10000,45000,500,4,0,5
630,20,,0,,2,0,1
483,32,25,55000,500,7.5,0,4
1408,37,25,55000,0,7.5,0,10
1050,32,5000,1500,50,4,0,2
2046,32,10000,112500,0,4,0,5
767,47,25,275000,5000,4,3,5
595,32,25,400000,0,1,0,1
278,32,10000,112500,0,7.5,0,3
224,27,,0,,4,0,2
798,47,500,85000,500,2,1,2
751,20,,0,,1,1,1
315,27,,0,,2,0,1
425,42,125,17500,0,4,0,3
1363,70,25,8250,5000,20,0,1
622,42,5000,45000,0,7.5,0,4
669,42,25,17500,500,4,0,5
738,32,125,55000,5000,4,12,3
1077,20,,0,,0,,
922,37,25,27500,5000,4,0,3
1023,20,,0,,2,3,2
571,27,,0,,4,3,4
435,27,25,2500,50000,7.5,25,5
989,57,10000,175000,50000,7.5,0,5
17573,20,,0,,2,0,1
418,20,,0,,1,0,1
836,32,10000,22500,5000,4,0,5
2348,32,5000,17500,5000,4,0,3
2197,23,,0,,2,0,2
567972,32,500,55000,0,1,0,1
990,52,10000,85000,100000,4,0,4
728,37,125,85000,500,15,0,5
315,23,,0,,2,0,2
2783,32,,0,,4,0,3
516,42,5000,35000,500,0,,
4974,27,5000,133000,50000,4,0,4
794,27,10000,8250,100000,1,0,1
294950,27,25,35000,0,1,0,2
401,52,500,95000,5000,4,0,1
602,27,,0,,4,1,2
1177,37,,0,,2,1,2
6834,20,5000,8250,50000,2,0,1
536,47,500,4500,5000,1,0,1
3275,27,5000,65000,0,7.5,0,4
445,27,10000,133000,0,4,1,3
246,27,5000,4500,5000,0,,
429,27,,0,,0,,
562764,32,10000,75000,100000,7.5,0,5
302,32,500,175000,0,7.5,3,10
2665,37,10000,112500,0,2,0,1
677,42,10000,112500,50000,7.5,0,4
409936,23,25,133000,5000,4,1,3
604,32,500,27500,0,7.5,0,5
849,32,10000,12500,0,4,0,1
1647,42,125,1500,500,2,1,3
582,23,,0,,1,0,2
1365,37,25,500,50,2,0,1
498,27,25,500,0,2,0,1
1597,32,25,55000,500,2,0,2
41664,27,500,4500,500,7.5,0,2
1388,23,125,3500,0,1,0,1
938,27,,0,,2,0,3
262,23,500,8250,0,1,0,1
61048,42,25,133000,50000,4,0,2
566,20,,0,,2,0,3
367,23,,0,,1,0,1
532,37,25,75000,500,2,0,3
587710,27,500,12500,5000,1,0,1
576154,70,125,55000,5000,20,0,1
1304,37,500,45000,500,2,0,1
450,37,10000,65000,5000,2,0,2
565,27,125,75000,50000,7.5,0,10
7479,32,5000,85000,500,7.5,0,4
758,27,5000,4500,50,1,0,1
2070,52,5000,55000,50000,1,0,1
426,32,125,500,0,0,,
43139,65,25,500,0,2,0,2
647,20,25,500,500,1,3,2
907,37,25,55000,50000,15,0,2
1898,37,25,17500,500,4,0,2
307,32,25,45000,0,4,0,2
850,23,25,6250,0,1,0,1
517,27,125,12500,500,2,0,2
522510,32,500,17500,500,2,0,2
2239,27,10000,35000,500,4,0,5
367,23,,0,,2,0,1
393,37,,0,,2,0,2
590,27,,0,,1,0,1
815,52,,0,,15,0,2
348,37,500,85000,0,7.5,0,3
224,27,5000,65000,0,7.5,0,10
497,52,25,112500,5000,7.5,0,10
330,37,500,500,0,0,,
563,42,,0,,2,0,2
1235,42,10000,75000,100000,2,0,1
521533,70,25,45000,0,2,0,2
2563,37,5000,2500,5000,15,1,2
848,37,,0,,1,0,1
526056,32,125,12500,500,1,0,1
539,27,500,35000,0,4,0,3
705,32,125,65000,0,0,,
735,32,10000,2500,100000,7.5,1,4
513581,27,25,12500,5000,1,0,1
593,42,5000,27500,5000,15,0,10
74110,42,25,85000,500,2,0,2
495,27,125,500,0,2,0,3
11203,23,25,500,50,2,0,1
522150,47,5000,35000,500,20,0,5
1064,23,500,3500,0,1,0,1
677,27,10000,12500,50,1,0,1
379,20,,0,,1,0,1
1384,23,10000,45000,50000,4,0,3
688,42,10000,95000,100000,4,1,4
208,20,,0,,1,0,1
6393,27,25,75000,5000,7.5,1,10
36237,27,5000,500,500,2,0,3
701,32,500,65000,5000,4,0,3
334,20,,0,,1,0,1
653,32,,0,,4,0,2
343,37,5000,1500,500,0,,
531,32,5000,45000,500,15,1,10
368,47,25,45000,5000,15,0,10
681,32,5000,12500,0,1,0,1
1946,32,125,12500,0,2,0,1
918,47,10000,45000,500,1,0,1
575229,42,10000,55000,5000,7.5,0,10
799,65,10000,112500,500,15,0,4
208,23,,0,,0,,
1132,27,125,1500,500,4,25,4
576137,27,500,65000,100000,4,0,4
551540,32,500,45000,50000,2,0,1
572,32,10000,17500,500,1,0,2
570,37,10000,112500,100000,7.5,0,10
