Time from Start to Finish (seconds),Q1,Q6,Q7,Q10,Q11,Q15,Q22,Q23
435,30-34,250-999 employees,9-May,"50,000-59,999",$0 (USD),1-2 years,Never,< 1 years
559,25-29,250-999 employees,4-Mar,"20,000-24,999","$1000-$9,999",3-5 years,6-24 times,3-4 years
951,30-34,"> 10,000 employees",14-Oct,"25,000-29,999","$10,000-$99,999",10-20 years,Never,5-10 years
1672,30-34,50-249 employees,9-May,"3,000-3,999","$1000-$9,999",5-10 years,Never,4-5 years
466,25-29,0-49 employees,0,"3,000-3,999",$0 (USD),3-5 years,Once,1-2 years
754,18-21,,,,,< 1 years,Never,< 1 years
809,30-34,0-49 employees,2-Jan,$0-999,"$1000-$9,999",3-5 years,Never,4-5 years
805,30-34,0-49 employees,4-Mar,$0-999,$100-$999,5-10 years,Never,5-10 years
2648,25-29,"> 10,000 employees",20+,"30,000-39,999",$1-$99,3-5 years,Never,2-3 years
640,25-29,250-999 employees,2-Jan,"7,500-9,999",$0 (USD),< 1 years,Never,< 1 years
189,25-29,50-249 employees,4-Mar,"70,000-79,999",$0 (USD),10-20 years,Never,3-4 years
1258,50-54,250-999 employees,20+,"10,000-14,999",$100-$999,5-10 years,Never,5-10 years
466,18-21,,,,,3-5 years,Never,< 1 years
239597,22-24,0-49 employees,4-Mar,"3,000-3,999",$1-$99,3-5 years,Never,1-2 years
2353,22-24,0-49 employees,0,"10,000-14,999",$0 (USD),< 1 years,Never,< 1 years
343,35-39,50-249 employees,2-Jan,$0-999,$0 (USD),3-5 years,Never,2-3 years
558,30-34,"> 10,000 employees",2-Jan,"20,000-24,999","$10,000-$99,999",10-20 years,Never,5-10 years
600,30-34,"> 10,000 employees",9-May,"40,000-49,999",$0 (USD),5-10 years,Never,4-5 years
150430,35-39,50-249 employees,4-Mar,"90,000-99,999","$1000-$9,999",5-10 years,Never,< 1 years
592,18-21,,,,,< 1 years,2-5 times,< 1 years
363,35-39,"1000-9,999 employees",15-19,"125,000-149,999","$1000-$9,999",3-5 years,Never,2-3 years
599,22-24,"> 10,000 employees",9-May,$0-999,$0 (USD),< 1 years,Never,< 1 years
836,45-49,"1000-9,999 employees",9-May,"70,000-79,999",$1-$99,3-5 years,Never,1-2 years
550,45-49,"> 10,000 employees",20+,"10,000-14,999",$0 (USD),< 1 years,Never,< 1 years
207,35-39,,,,,I have never written code,,
419,30-34,250-999 employees,20+,"125,000-149,999","$10,000-$99,999",5-10 years,Never,1-2 years
3643,25-29,0-49 employees,2-Jan,"> $500,000",$0 (USD),5-10 years,> 25 times,5-10 years
822,22-24,0-49 employees,4-Mar,$0-999,$100-$999,3-5 years,Never,3-4 years
1677,45-49,0-49 employees,2-Jan,"80,000-89,999",$100-$999,1-2 years,Never,1-2 years
248,18-21,,,,,< 1 years,Never,< 1 years
746,40-44,0-49 employees,0,$0-999,$0 (USD),1-2 years,Never,2-3 years
582,35-39,"> 10,000 employees",2-Jan,"20,000-24,999","$10,000-$99,999",3-5 years,Never,< 1 years
353384,25-29,"> 10,000 employees",20+,"100,000-124,999","> $100,000 ($USD)",5-10 years,Never,3-4 years
29008,40-44,"> 10,000 employees",20+,"300,000-500,000","$10,000-$99,999",10-20 years,2-5 times,10-15 years
498,22-24,0-49 employees,0,"1,000-1,999",$0 (USD),< 1 years,Never,< 1 years
489,35-39,"1000-9,999 employees",0,"20,000-24,999",$0 (USD),< 1 years,Never,< 1 years
636,30-34,"1000-9,999 employees",14-Oct,"70,000-79,999",$100-$999,< 1 years,Never,< 1 years
2942,25-29,0-49 employees,14-Oct,"7,500-9,999",$1-$99,1-2 years,Never,1-2 years
967,22-24,"> 10,000 employees",15-19,"3,000-3,999",$0 (USD),I have never written code,,
988,30-34,,,,,I have never written code,,
23174,22-24,,,,,I have never written code,,
960,25-29,"> 10,000 employees",20+,"20,000-24,999","> $100,000 ($USD)",3-5 years,2-5 times,2-3 years
718,18-21,,,,,< 1 years,Never,< 1 years
2741,40-44,,,,,1-2 years,Never,< 1 years
274,18-21,,,,,1-2 years,Once,1-2 years
711,25-29,"> 10,000 employees",2-Jan,"5,000-7,499",$1-$99,1-2 years,Never,1-2 years
534,22-24,,,,,3-5 years,Never,1-2 years
386,22-24,,,,,< 1 years,Never,2-3 years
775,25-29,,,,,< 1 years,Never,< 1 years
539,35-39,"1000-9,999 employees",0,"30,000-39,999",$0 (USD),3-5 years,Never,2-3 years
561,25-29,0-49 employees,9-May,"20,000-24,999",$0 (USD),3-5 years,Never,2-3 years
713,30-34,,,,,I have never written code,,
725,40-44,"1000-9,999 employees",9-May,$0-999,$0 (USD),10-20 years,Never,10-15 years
362,45-49,,,,,< 1 years,Never,< 1 years
461,22-24,0-49 employees,0,$0-999,$0 (USD),1-2 years,Once,20+ years
650,35-39,0-49 employees,0,"150,000-199,999",$0 (USD),< 1 years,Never,< 1 years
472,25-29,"1000-9,999 employees",4-Mar,"30,000-39,999","$10,000-$99,999",1-2 years,Never,< 1 years
700,22-24,"> 10,000 employees",20+,"7,500-9,999",$0 (USD),3-5 years,Never,1-2 years
207,30-34,0-49 employees,4-Mar,"10,000-14,999",$0 (USD),5-10 years,Never,< 1 years
504,30-34,"> 10,000 employees",4-Mar,"15,000-19,999",$1-$99,I have never written code,,
469,30-34,,,,,< 1 years,2-5 times,1-2 years
258,45-49,"> 10,000 employees",4-Mar,"40,000-49,999",$0 (USD),I have never written code,,
536,25-29,,,,,1-2 years,Never,< 1 years
562,30-34,"> 10,000 employees",20+,"200,000-249,999","> $100,000 ($USD)",5-10 years,Never,5-10 years
1457,35-39,"1000-9,999 employees",20+,"1,000-1,999","$1000-$9,999",< 1 years,Never,< 1 years
422,30-34,50-249 employees,9-May,"60,000-69,999",$0 (USD),5-10 years,Never,5-10 years
428,22-24,"> 10,000 employees",20+,"20,000-24,999","> $100,000 ($USD)",1-2 years,Never,1-2 years
477,30-34,"1000-9,999 employees",20+,"90,000-99,999","$10,000-$99,999",5-10 years,2-5 times,1-2 years
533,25-29,,,,,< 1 years,Never,< 1 years
390,35-39,50-249 employees,14-Oct,"40,000-49,999",$0 (USD),1-2 years,Never,1-2 years
439,22-24,"> 10,000 employees",20+,"7,500-9,999",$0 (USD),< 1 years,Never,< 1 years
659,30-34,0-49 employees,14-Oct,"5,000-7,499","$10,000-$99,999",1-2 years,Never,1-2 years
657,35-39,50-249 employees,20+,"70,000-79,999",$100-$999,5-10 years,Never,5-10 years
3323,35-39,0-49 employees,2-Jan,"3,000-3,999","$1000-$9,999",1-2 years,Never,1-2 years
107322,25-29,50-249 employees,4-Mar,"20,000-24,999","$1000-$9,999",3-5 years,Never,3-4 years
79214,22-24,,,,,1-2 years,Never,< 1 years
850,30-34,"> 10,000 employees",20+,"150,000-199,999",$0 (USD),10-20 years,Never,10-15 years
421305,35-39,50-249 employees,4-Mar,"30,000-39,999","$1000-$9,999",1-2 years,Never,2-3 years
575,50-54,250-999 employees,9-May,"60,000-69,999","$1000-$9,999",3-5 years,2-5 times,1-2 years
631,30-34,"1000-9,999 employees",2-Jan,"90,000-99,999",$100-$999,5-10 years,Never,4-5 years
595,35-39,0-49 employees,2-Jan,"150,000-199,999",$1-$99,10-20 years,Never,5-10 years
332,45-49,"1000-9,999 employees",2-Jan,"50,000-59,999",$0 (USD),I have never written code,,
694,35-39,50-249 employees,0,"125,000-149,999","$1000-$9,999",3-5 years,Never,2-3 years
352,30-34,,,,,3-5 years,Never,< 1 years
1714,22-24,,,,,< 1 years,Never,< 1 years
478,22-24,50-249 employees,14-Oct,"90,000-99,999","$1000-$9,999",5-10 years,Never,1-2 years
463,18-21,,,,,< 1 years,Never,< 1 years
296,35-39,0-49 employees,2-Jan,"50,000-59,999",$0 (USD),3-5 years,Never,2-3 years
396,25-29,,,,,1-2 years,Never,1-2 years
576,25-29,0-49 employees,4-Mar,"20,000-24,999",$0 (USD),3-5 years,Never,3-4 years
850,25-29,0-49 employees,2-Jan,"25,000-29,999",$100-$999,3-5 years,Never,2-3 years
650,45-49,"> 10,000 employees",20+,"125,000-149,999",$100-$999,1-2 years,Never,1-2 years
353,25-29,,,,,1-2 years,6-24 times,1-2 years
641,40-44,250-999 employees,20+,"2,000-2,999","$1000-$9,999",5-10 years,Never,5-10 years
642,25-29,0-49 employees,9-May,"60,000-69,999","$1000-$9,999",3-5 years,Never,1-2 years
1315,55-59,50-249 employees,9-May,"70,000-79,999","$10,000-$99,999",20+ years,Never,2-3 years
565,18-21,,,,,< 1 years,Once,< 1 years
768,50-54,250-999 employees,9-May,"40,000-49,999",$0 (USD),1-2 years,Never,1-2 years
625,30-34,250-999 employees,2-Jan,"1,000-1,999",$100-$999,< 1 years,Never,1-2 years
392,30-34,"1000-9,999 employees",9-May,"100,000-124,999",$0 (USD),5-10 years,Never,3-4 years
327,30-34,250-999 employees,0,"100,000-124,999",$0 (USD),I have never written code,,
1751,30-34,"1000-9,999 employees",0,$0-999,$1-$99,3-5 years,Never,3-4 years
3020,22-24,"1000-9,999 employees",2-Jan,"7,500-9,999",$0 (USD),1-2 years,Never,1-2 years
301,25-29,0-49 employees,2-Jan,"10,000-14,999",$0 (USD),1-2 years,Once,1-2 years
3902,18-21,,,,,< 1 years,Never,1-2 years
340,25-29,"> 10,000 employees",14-Oct,"20,000-24,999","$10,000-$99,999",5-10 years,Never,3-4 years
589,25-29,"1000-9,999 employees",20+,"125,000-149,999","> $100,000 ($USD)",5-10 years,Never,1-2 years
479,45-49,250-999 employees,9-May,"100,000-124,999","$1000-$9,999",10-20 years,Once,10-15 years
941,22-24,,,,,1-2 years,Never,< 1 years
814,25-29,250-999 employees,20+,"1,000-1,999",$0 (USD),3-5 years,Never,4-5 years
827,40-44,"> 10,000 employees",14-Oct,"50,000-59,999","$10,000-$99,999",5-10 years,Never,3-4 years
171883,30-34,"> 10,000 employees",20+,"20,000-24,999",$0 (USD),1-2 years,Never,1-2 years
552,25-29,50-249 employees,9-May,"40,000-49,999","$1000-$9,999",5-10 years,Never,4-5 years
322,18-21,,,,,1-2 years,Never,< 1 years
754,35-39,"1000-9,999 employees",20+,"80,000-89,999",$1-$99,10-20 years,Never,10-15 years
1059,22-24,"> 10,000 employees",2-Jan,"4,000-4,999",$0 (USD),< 1 years,Never,< 1 years
1112,45-49,0-49 employees,4-Mar,"50,000-59,999",$0 (USD),10-20 years,Never,10-15 years
4257,25-29,0-49 employees,4-Mar,"60,000-69,999","$1000-$9,999",5-10 years,Never,5-10 years
1622,25-29,"> 10,000 employees",4-Mar,"30,000-39,999",$0 (USD),3-5 years,Never,2-3 years
561,35-39,50-249 employees,4-Mar,"30,000-39,999","$1000-$9,999",5-10 years,Never,4-5 years
403,25-29,,,,,3-5 years,Never,< 1 years
572,25-29,"1000-9,999 employees",20+,"30,000-39,999",$0 (USD),3-5 years,Never,3-4 years
398,40-44,,,,,< 1 years,Never,< 1 years
621,40-44,"> 10,000 employees",9-May,"70,000-79,999","> $100,000 ($USD)",10-20 years,Never,5-10 years
590,25-29,250-999 employees,4-Mar,$0-999,"$1000-$9,999",3-5 years,6-24 times,1-2 years
573,25-29,0-49 employees,9-May,"10,000-14,999","$1000-$9,999",1-2 years,Never,1-2 years
716,22-24,"> 10,000 employees",9-May,"300,000-500,000",$1-$99,< 1 years,Never,1-2 years
719,25-29,,,,,1-2 years,Once,1-2 years
609,30-34,0-49 employees,4-Mar,"60,000-69,999","$1000-$9,999",5-10 years,Never,3-4 years
2087,30-34,"> 10,000 employees",2-Jan,"40,000-49,999",$0 (USD),1-2 years,Never,< 1 years
344,18-21,,,,,1-2 years,Never,1-2 years
722,60-69,0-49 employees,2-Jan,"150,000-199,999","$1000-$9,999",1-2 years,Never,1-2 years
493,25-29,50-249 employees,9-May,"7,500-9,999","$1000-$9,999",< 1 years,Never,< 1 years
757,25-29,50-249 employees,4-Mar,"50,000-59,999",$100-$999,< 1 years,Never,< 1 years
460,25-29,"1000-9,999 employees",0,"30,000-39,999",$0 (USD),5-10 years,Never,5-10 years
631,22-24,0-49 employees,2-Jan,$0-999,$100-$999,< 1 years,Never,< 1 years
899,25-29,"> 10,000 employees",2-Jan,"10,000-14,999","> $100,000 ($USD)",5-10 years,Never,1-2 years
570,25-29,"> 10,000 employees",20+,"15,000-19,999",$1-$99,< 1 years,Never,< 1 years
684,25-29,,,,,< 1 years,Never,< 1 years
467441,40-44,250-999 employees,0,"10,000-14,999",$0 (USD),3-5 years,Once,< 1 years
421986,22-24,0-49 employees,2-Jan,$0-999,"$1000-$9,999",1-2 years,Never,< 1 years
668,25-29,"1000-9,999 employees",20+,"20,000-24,999",$0 (USD),5-10 years,Never,3-4 years
472676,45-49,0-49 employees,2-Jan,"5,000-7,499",$1-$99,1-2 years,Never,1-2 years
964,25-29,0-49 employees,2-Jan,"1,000-1,999","$1000-$9,999",3-5 years,2-5 times,1-2 years
7576,30-34,"1000-9,999 employees",4-Mar,"30,000-39,999",$100-$999,5-10 years,Never,2-3 years
826,30-34,,,,,1-2 years,Never,2-3 years
469,30-34,0-49 employees,0,"10,000-14,999",$100-$999,< 1 years,Never,< 1 years
520,25-29,50-249 employees,2-Jan,"4,000-4,999",$0 (USD),< 1 years,Never,< 1 years
173,18-21,,,,,I have never written code,,
352,40-44,0-49 employees,0,"80,000-89,999",$0 (USD),10-20 years,Never,< 1 years
1099,30-34,"1000-9,999 employees",20+,"100,000-124,999",$100-$999,5-10 years,Never,3-4 years
507,22-24,"> 10,000 employees",4-Mar,"5,000-7,499","$1000-$9,999",1-2 years,Never,1-2 years
380,25-29,250-999 employees,0,"20,000-24,999",$0 (USD),1-2 years,Once,2-3 years
726,55-59,0-49 employees,2-Jan,"50,000-59,999","$1000-$9,999",20+ years,Never,1-2 years
2086,25-29,,,,,5-10 years,Never,2-3 years
358,25-29,"1000-9,999 employees",4-Mar,"2,000-2,999",$100-$999,I have never written code,,
626,22-24,0-49 employees,9-May,$0-999,$0 (USD),1-2 years,2-5 times,1-2 years
456826,60-69,250-999 employees,20+,"30,000-39,999",$0 (USD),I have never written code,,
774,22-24,,,,,< 1 years,Once,< 1 years
825,30-34,"1000-9,999 employees",4-Mar,"7,500-9,999",$0 (USD),< 1 years,Never,< 1 years
425,25-29,50-249 employees,4-Mar,"1,000-1,999",$0 (USD),1-2 years,Never,1-2 years
986,25-29,,,,,< 1 years,Never,< 1 years
418,35-39,50-249 employees,2-Jan,"50,000-59,999","$1000-$9,999",10-20 years,Never,3-4 years
1219,30-34,50-249 employees,2-Jan,"2,000-2,999","$1000-$9,999",5-10 years,Never,2-3 years
451,35-39,"1000-9,999 employees",2-Jan,"60,000-69,999","$1000-$9,999",5-10 years,Never,4-5 years
576,22-24,"1000-9,999 employees",15-19,"5,000-7,499",$0 (USD),< 1 years,2-5 times,< 1 years
494,18-21,,,,,1-2 years,Never,2-3 years
775,25-29,"> 10,000 employees",20+,$0-999,$1-$99,3-5 years,2-5 times,1-2 years
322,40-44,"1000-9,999 employees",2-Jan,"90,000-99,999",$100-$999,10-20 years,Never,1-2 years
123,18-21,,,,,I have never written code,,
781,22-24,"1000-9,999 employees",9-May,"100,000-124,999",$1-$99,1-2 years,2-5 times,1-2 years
781,30-34,0-49 employees,2-Jan,"10,000-14,999","$1000-$9,999",3-5 years,Never,3-4 years
526,22-24,50-249 employees,20+,"200,000-249,999",$0 (USD),3-5 years,Once,< 1 years
410,25-29,50-249 employees,2-Jan,"2,000-2,999",$0 (USD),3-5 years,Never,2-3 years
4201,25-29,250-999 employees,2-Jan,"40,000-49,999",$0 (USD),3-5 years,Never,< 1 years
1163,25-29,"1000-9,999 employees",4-Mar,"7,500-9,999",$0 (USD),< 1 years,Never,< 1 years
502,25-29,"1000-9,999 employees",4-Mar,"10,000-14,999",$0 (USD),< 1 years,Never,< 1 years
406,30-34,"1000-9,999 employees",2-Jan,"40,000-49,999",$0 (USD),3-5 years,Never,2-3 years
443812,35-39,50-249 employees,4-Mar,$0-999,$100-$999,< 1 years,Never,< 1 years
365,30-34,"> 10,000 employees",20+,"70,000-79,999",$0 (USD),< 1 years,Never,< 1 years
698,22-24,0-49 employees,2-Jan,"3,000-3,999",$1-$99,< 1 years,Never,< 1 years
672,18-21,,,,,1-2 years,Never,1-2 years
410,30-34,0-49 employees,9-May,"1,000-1,999",$1-$99,3-5 years,2-5 times,2-3 years
558,40-44,250-999 employees,9-May,"100,000-124,999","$10,000-$99,999",20+ years,Never,20+ years
517,25-29,,,,,1-2 years,Never,1-2 years
460,22-24,"> 10,000 employees",0,"3,000-3,999",$100-$999,< 1 years,Never,< 1 years
588,35-39,"1000-9,999 employees",0,"40,000-49,999",$100-$999,1-2 years,Never,1-2 years
655,30-34,"> 10,000 employees",4-Mar,"20,000-24,999",$0 (USD),5-10 years,Never,4-5 years
516,18-21,50-249 employees,2-Jan,$0-999,$1-$99,< 1 years,Never,< 1 years
573,18-21,,,,,< 1 years,Never,< 1 years
473,25-29,"> 10,000 employees",20+,"80,000-89,999",$1-$99,3-5 years,Never,4-5 years
760,40-44,250-999 employees,4-Mar,"15,000-19,999",$100-$999,< 1 years,Never,< 1 years
515,22-24,"> 10,000 employees",0,$0-999,$0 (USD),< 1 years,Never,< 1 years
52420,22-24,"> 10,000 employees",20+,"30,000-39,999",$100-$999,3-5 years,Once,2-3 years
646,25-29,0-49 employees,2-Jan,"1,000-1,999",$0 (USD),1-2 years,Never,1-2 years
1652,60-69,250-999 employees,9-May,"3,000-3,999",$100-$999,20+ years,Never,4-5 years
1110,30-34,50-249 employees,2-Jan,"25,000-29,999",$100-$999,5-10 years,Never,< 1 years
522,30-34,"1000-9,999 employees",0,$0-999,$0 (USD),5-10 years,2-5 times,< 1 years
457,25-29,"> 10,000 employees",20+,"50,000-59,999",$100-$999,3-5 years,Never,3-4 years
562,35-39,"> 10,000 employees",20+,"30,000-39,999","$10,000-$99,999",< 1 years,Never,< 1 years
458,22-24,0-49 employees,2-Jan,"10,000-14,999","$10,000-$99,999",3-5 years,Never,3-4 years
386,18-21,,,,,< 1 years,Never,< 1 years
380,22-24,0-49 employees,4-Mar,"80,000-89,999",$0 (USD),3-5 years,Never,1-2 years
445,25-29,0-49 employees,20+,"2,000-2,999",$0 (USD),1-2 years,Never,1-2 years
729,25-29,250-999 employees,9-May,"40,000-49,999","$10,000-$99,999",5-10 years,2-5 times,4-5 years
171,25-29,50-249 employees,2-Jan,"10,000-14,999",$0 (USD),I have never written code,,
319,30-34,0-49 employees,2-Jan,"3,000-3,999",$100-$999,1-2 years,2-5 times,1-2 years
653,30-34,"1000-9,999 employees",20+,"90,000-99,999","> $100,000 ($USD)",1-2 years,Never,1-2 years
532,30-34,0-49 employees,4-Mar,$0-999,$100-$999,< 1 years,Never,< 1 years
1266,22-24,0-49 employees,4-Mar,$0-999,"$1000-$9,999",< 1 years,Never,< 1 years
837,30-34,"> 10,000 employees",20+,"15,000-19,999",$0 (USD),< 1 years,Never,< 1 years
307,22-24,0-49 employees,2-Jan,"7,500-9,999",$100-$999,< 1 years,Never,< 1 years
528,25-29,"1000-9,999 employees",20+,"200,000-249,999","$1000-$9,999",3-5 years,Never,2-3 years
309,22-24,,,,,1-2 years,Never,< 1 years
1016,22-24,"> 10,000 employees",20+,"15,000-19,999",$1-$99,3-5 years,Once,3-4 years
514,40-44,"> 10,000 employees",14-Oct,"40,000-49,999","$1000-$9,999",10-20 years,Once,1-2 years
538,50-54,0-49 employees,2-Jan,"40,000-49,999",$100-$999,20+ years,Never,5-10 years
520,30-34,,,,,1-2 years,Never,< 1 years
441,22-24,,,,,< 1 years,Once,< 1 years
397,40-44,0-49 employees,2-Jan,"20,000-24,999",$1-$99,< 1 years,Never,< 1 years
474,25-29,0-49 employees,14-Oct,"1,000-1,999",$100-$999,< 1 years,Never,1-2 years
390,25-29,50-249 employees,4-Mar,"30,000-39,999",$1-$99,5-10 years,Never,4-5 years
1052,55-59,50-249 employees,9-May,"15,000-19,999","$1000-$9,999",1-2 years,Never,1-2 years
804,50-54,0-49 employees,2-Jan,"70,000-79,999","$1000-$9,999",20+ years,Never,3-4 years
1104,35-39,250-999 employees,4-Mar,"2,000-2,999","$1000-$9,999",1-2 years,6-24 times,1-2 years
581,35-39,"1000-9,999 employees",15-19,"70,000-79,999","$10,000-$99,999",1-2 years,Never,1-2 years
1544,30-34,"1000-9,999 employees",0,"3,000-3,999",$0 (USD),1-2 years,Never,< 1 years
352,25-29,"> 10,000 employees",20+,"10,000-14,999",$0 (USD),1-2 years,Never,< 1 years
444,35-39,,,,,3-5 years,Never,2-3 years
474,30-34,"1000-9,999 employees",15-19,"3,000-3,999",$100-$999,< 1 years,Never,< 1 years
447907,40-44,50-249 employees,20+,"40,000-49,999","> $100,000 ($USD)",1-2 years,Never,1-2 years
1151,25-29,0-49 employees,2-Jan,"1,000-1,999",$0 (USD),3-5 years,Never,2-3 years
929,50-54,50-249 employees,4-Mar,"150,000-199,999","$1000-$9,999",20+ years,Never,20+ years
579,30-34,"1000-9,999 employees",9-May,"25,000-29,999","$1000-$9,999",5-10 years,Never,5-10 years
527,35-39,"> 10,000 employees",14-Oct,"70,000-79,999","> $100,000 ($USD)",5-10 years,Never,5-10 years
1121,25-29,0-49 employees,2-Jan,"40,000-49,999",$1-$99,1-2 years,Never,1-2 years
823,18-21,,,,,3-5 years,2-5 times,1-2 years
364,30-34,0-49 employees,0,"4,000-4,999",$100-$999,1-2 years,Never,1-2 years
3941,22-24,50-249 employees,14-Oct,"20,000-24,999","$1000-$9,999",3-5 years,Never,3-4 years
303,30-34,50-249 employees,2-Jan,"1,000-1,999",$0 (USD),1-2 years,Never,< 1 years
341,35-39,50-249 employees,4-Mar,"70,000-79,999",$0 (USD),3-5 years,Never,< 1 years
601,30-34,"1000-9,999 employees",0,"30,000-39,999",$100-$999,< 1 years,Never,1-2 years
568,30-34,0-49 employees,2-Jan,"25,000-29,999",$1-$99,1-2 years,Never,< 1 years
589,25-29,250-999 employees,15-19,"80,000-89,999",$0 (USD),3-5 years,Never,1-2 years
351,22-24,,,,,1-2 years,Never,1-2 years
350,22-24,,,,,1-2 years,Never,1-2 years
584,30-34,0-49 employees,2-Jan,"2,000-2,999",$0 (USD),1-2 years,Never,1-2 years
593,60-69,0-49 employees,2-Jan,"50,000-59,999","$1000-$9,999",10-20 years,Never,< 1 years
550,35-39,0-49 employees,0,"80,000-89,999",$0 (USD),< 1 years,Never,< 1 years
316,22-24,,,,,1-2 years,Never,< 1 years
460,22-24,"1000-9,999 employees",14-Oct,"50,000-59,999",$100-$999,3-5 years,Never,2-3 years
488,25-29,"> 10,000 employees",14-Oct,"40,000-49,999",$0 (USD),3-5 years,Never,5-10 years
580,35-39,0-49 employees,4-Mar,"70,000-79,999","$10,000-$99,999",10-20 years,Never,4-5 years
439,22-24,0-49 employees,2-Jan,"4,000-4,999",$100-$999,1-2 years,Never,< 1 years
908,30-34,50-249 employees,20+,"125,000-149,999",$0 (USD),< 1 years,Never,< 1 years
443,18-21,,,,,< 1 years,Never,< 1 years
477,22-24,50-249 employees,0,$0-999,$0 (USD),< 1 years,Never,< 1 years
493,40-44,50-249 employees,20+,"300,000-500,000",$100-$999,3-5 years,Never,< 1 years
598,25-29,0-49 employees,2-Jan,$0-999,$0 (USD),< 1 years,Never,< 1 years
945,25-29,0-49 employees,0,"15,000-19,999",$1-$99,< 1 years,Never,< 1 years
